aae_text,sentiment
"I fucks wit Alley Lano, fr. East Baltimore, Latrobe. But that ain’t all our projects tho.",neutral
"Rappers be talkin’ bout trappin but ain’t never seen a hunnid million. If yo Audemars ain’t a hunnid (thousand), then yo shit ain’t real. Gone somewhere, bitch. (In Meek Mill voice.) Baltimore City.",neutral
"I love Chicago. Y’all needa chill wit all that violence an’ try ta make things work—in Yo Gotti voice. That’s why I’m out here solo in Baltimore. Much love to everybody in Chicago, tho.",neutral
Hatin’ ain’t gon’ get you nowhere but in a box. Stay low an’ quiet—mob secrets.,negative
"You ain’t lyin’, Ghost. This go hard. Lion pride. I’ma be bumpin’ this for the rest of my life.",positive
"If you my friend, you my friend, period! I for sure don’t need no new friends—where you been at?",positive
"I heard he smashed her. Oh well, I don't care. She ain't my girl. I can't stand her.",negative
"I wanna cuddle wit a girl, but she at her grandma house, so I’ma just go back to sleep.",neutral
"I go hard for my squad. Squad! Aight! 039 shit. Forget the opps, forget Lawless and nem, forget them dudes. Take losses. Forget Cess.",positive
"cuz I already know I’ma be up all night, but in the mornin’ I’ma be real sleepy.",neutral
"Ragene, stop blowin’ up my mentions. You just mad ‘cause I don’t want you no more. I done moved on. Bye. Stop hittin’ me up—we ain’t got nothin’ else to talk about.",negative
"LOL, I don't want her wearin' no panties tomorrow when she come through, fr.",neutral
""": Ion trust nobody. Anybody could set me up, fr! Real talk. #TRUSTNONE""",negative
Folks don’t even know what it mean to keep they word no more. That’s why my trust all messed up! But I’d die just to keep mine.,negative
"Some folks be expectin’ women to give head or do even more, I guess. If that’s the case, I ain’t never goin’ on a date. LMAO",negative
Ask me to pull up to your game and then you don’t even say nothin’ to me. #wtf,negative
"I love fine women, that’s my problem, and yeah, I like to get it in—I really got a problem fr.",neutral
"Aww, the head manager at West Orange Burger King hit me up and thanked me for workin’ there, said he want me to come back and work this summer.",positive
"Mmm hmm, that’s what it sound like to me. My baby godmama can’t be into that, lol.",neutral
I was thinkin’ bout goin’ to the mall on Monday since I got the day off... Ion know though.,neutral
"I know it do. I remember last time I went—I kept fallin’ down. Thought I was gon’ break my ankle messin’ around, lol.",neutral
You seen they put him in the conference championship game and he came through with two big catches?,positive
"Thank you, Lord, for wakin’ me up this mornin’. Lord, give me strength, ’cause these folks gettin’ on my nerves.",neutral
I wonder how many dudes can lay up next to a woman all night and not try to smash.,neutral
You know the sex good when it always feel like the first time all over again.,positive
"I’m doin real good not talkin to my mama… it’s been like two days, I think… HARDCORE.",neutral
The Celtics lost to the Bulls and now they 20-19 for the season. Just gotta take it one game at a time for #oomf!,neutral
"Chief Keef just 17. His baby mama still in 8th grade, and he locked up in juvie for violatin’ probation. This who y’all lookin’ up to?",negative
"Future kinda like the new T-Pain. He sound good singin’ the hook, but I’on know ’bout him on the whole song.",neutral
"I got so much to do today, but first thing this mornin’ was spendin’ time wit’ my lil’ girl.",positive
"Lol, I just hit up my man to tell him I’m boutta join the army. We gon get married and be together forever.",positive
"I think I’ma get my hair braided! I’m takin’ one weekend off, just for me and him.",positive
"Some things just ain’t meant to be said, and I was bout to say somethin’, but I ain’t gon’ do it.",neutral
"I know he see me tweetin’ this, and that’s real. If it wasn’t for him, I wouldn’t love again.",positive
My aunt be wildin’ tho... Ion even know why she think I’m pregnant! I gotta go.,neutral
"Wish I was wit my boo, but overall, I had a good time chillin’ wit my coworkers.",positive
"Me and your son got somethin’ special goin’ on. Don’t try to mess it up, or it’s gon’ be consequences.",negative
"Yeah, yeah... But now that I got a job, I get mine. I’ma have me a couple kids so he can spoil them.",neutral
"Seem like every kid callin me Aunt Kisha or think I’m they big sis who don’t care bout ’em at all, lol.",neutral
"I ain’t rushin’ it, I’m just ready to get that stuff out the way…",neutral
"Ain’t nobody like drama but him... It’s cool though, I only got a couple months left.",neutral
"Don’t be taggin’ me now. You wasn’t a minute ago. You got dudes fightin’ yo battles, but you still the same scary ass person.",negative
"I like him too much to quit, but I love him way too much to keep goin’. I think I know what I gotta do.",neutral
"Women still mad Rihanna got back wit Chris Brown, like y’all don’t be takin the same ain’t-shit dude back every other week!",negative
"TWITTER: Be gettin’ #horny ‘round 3, 4. It’s like a #hotline, but just on ya timeline.",neutral
"I feel you, don’t be writin’ me no essay lol, but if you the one who invited her, you payin’! This ever happen to you?",neutral
"Lawd, my sis. Lol, this girl! I love bein’ ‘round her; she really make me happy, and that don’t happen often! She a real one.",positive
You done changed my whole life. I don’t know what you be doin’ to me with your love. I’m feelin’ straight up superhuman—you the one who did this to me!,positive
I know you be hearin’ them. Squeeze—what you finna do? Fuck an’ suck him up too?,neutral
"To be real, I don’t even know. I told Aaliyah you was just playin’, and she was like, “Oh well, Sabrina know now.”",neutral
"Ain’t no denyin’ we s’posed to be together. Can’t believe I used to say I’d never fall. Point is, you gotta know how I feel if you don’t already.",positive
"Damn, I thought me and you was better than this. I thought you fucked with me.",negative
"You sayin that’s yo girl don’t mean nothin, just like prank callers, ’cause it’s a small world and these unfaithful women make it even smaller.",negative
"So when they lose in the Super Bowl, where yo bandwagon fan gon be at then?",negative
"Yeah, I’m finna go to my auntie house cuz it’s my lil cousin birthday, but I’ll be back.",neutral
"Lord, forgive me for the sins I done did and the ones I’ma do in the future.",neutral
"Aye, this girl at school today tried to come for me. Girl, please—she was a joke, not even worth my time. I had to let her know real quick. I’m weak!",negative
Life fair—made up of millions of moments—most of ’em glorious. -Douglas Holzmeier,positive
My room ain’t messy; it’s an obstacle course keepin’ me in shape.,positive
"Folk be makin’ me laugh talkin’ ’bout I’m real thick. Come on now, I ain’t even that thick.",neutral
"Ain’t nothin’ like the first time. I’m tryna tell you, I can blow yo’ mind.",positive
"I did you wrong, you did me wrong. I’ma take you back if you take me back.",neutral
"Lol, this dude ’bout to turn 21 and got a 16-year-old girl pregnant. #Maury",negative
"I cooked Josh in 2K13 today wit’ LeBron. He did me dirty in Madden, but I straight up destroyed him in 2K. #SouthBeachIsKING",positive
I wonder if folks who don’t deserve what I want be goin’ through what I go through...,neutral
Lettin’ the right one come my way. I ain’t waitin’ on nobody at this point.,neutral
he been doin that his whole career. Why stop now? Clearly it worked out just fine for him.,positive
"If you mess wit my big bro, I’ma have you sleepin wit the fishes!",negative
"I kinda miss my State friends. I’ma see them next week though, so it’s all good!",positive
"I’m s’posed to be havin’ lunch wit one of my friends, but I’on even know if I’ma wake up in time.",neutral
"I talked to  today. He looked at me like, ""Who you s'posed to be?"" lol",neutral
"LOL! Girl, LaQuanda, I got four folks on hold, but I can still talk!",positive
Am I the only one who want a relationship where we can go at it all night ’til it feel right? Just sayin.,neutral
Why it feel like this classroom set up like somethin’ straight outta Final Destination? Lol,neutral
Hot room + walkin’ everywhere + no fast food = one fine-ass Taylor :),positive
"Am I a fool for you, or is it somethin’ else makin’ me act like this?",neutral
All them questions we ain’t got answers to could get solved in one night… but that night ain’t never gon’ come.,negative
I ain’t walkin’ back to Abernathy. I’m not doin’ it. Y’all can have that.,negative
Done packin’. ’Bout to watch some TV till I get that call in the mornin’ sayin’ we on the way.,neutral
""": : I need me a valentine. I’ll be yo’ valentine! Yay! :)""",positive
"I can't let these tears fall from my eyes, so I gotta let the song speak for how I'm feelin'.",neutral
"It’s like soon as I nut, I come back to my senses. I’d say these women’s names, but then I’d be snitchin’ on myself.",neutral
That feelin’ when you know you ain’t gotta get up in the mornin’ can’t be beat.,positive
"I don’t even peep subtweets no more cuz I barely be scrollin’ my timeline now; I just tweet and dip, lol.",neutral
I met that girl and had to spoil her cuz she so #loyal.,positive
"It’s funny how you always got my name in your mouth, but I don’t even be thinkin’ bout you.",neutral
I’m really ’bout to blow up his phone and tell him what’s on my mind!,negative
"I don’t even be thinkin’ bout sex like that. I’d rather do it wit the woman I used to mess wit, D.G., but she can’t stand me. Tragic.",negative
"You always gotta have a woman who got your back; if you don’t, you ain’t nothing.",neutral
"You want me to come thru so we can talk, but I just wanna come thru so we can smash. If you ain’t wit it, then keep it movin. (Just words spoken)",neutral
"And then they be actin’ tough, but the whole time they can’t even fight. Just sit down and be quiet.",negative
"Ummm, how you gon’ tell me to text you but then you don’t even hit me back!? #subtweet",negative
#10thingsaboutmycrush He got gum stuck on his arm from when he was a baby.,neutral
"Mane, I remember that day when one of my followers pulled my swimsuit string and my bottoms came off in the pool. I was dead laughin’.",neutral
Somebody done deleted Ruzzle off my phone. *grabbin my knife* Who gettin it tonight!?,negative
Women always wanna argue when a man havin a bad day. Just hush. #TheseGirlsBeActinUp...,negative
"Gotti be makin some of these women look foolish, and they quick to claim the title.",neutral
"Everybody deserve they space without folks tryna come at ’em or point fingers, especially when they always givin’ 110% when they around. JWFitn #metimeisvital",neutral
"I just went all the way back watchin’ my boy ’s highlight tape. We was runnin’ them tournaments, even outta town and all that.",positive
"I want a man who gon’ hold me accountable when I’m doin’ wrong—not in a bad way, but be there for me and stand by me, different from any other man.",positive
"If anybody even think ’bout puttin’ they hands on me, you betta think twice. I’ll fight folks too. I’m just sayin’—I ain’t, or I ain’t scared!",positive
"If you gon’ say somethin’, say it when I bring it up so it help; don’t wait ’til weeks later.",neutral
"So she cookin’ pig feet, neck bones, black-eyed peas, greens, and cornbread… man, I don’t even eat none of that.",negative
"I got a big dick, so which one of y’all ladies gon’ let me eat you out?",negative
"Accept me how I am; if you ain't feelin' it, then that's on you.",neutral
"Dedria know she popular without even takin no Molly; she prolly don’t even know what Molly is, lol.",neutral
"Nah, I ain’t see her there, but knowing me, I’ma end up gettin real mad and then pull up to her house.",negative
"Clothes everywhere, shoes everywhere, M&Ms bags all over, a Taaka bottle sittin’ over there—ugh, it’s a mess.",negative
"Rainy days don’t even matter when you come through. You say you here to stay wit’ me, but boy, don’t be tellin’ me I need you.",neutral
"Even when the sky come fallin’, even when the sun don’t shine, I got faith in us.",positive
"I need a blunt, needa pop a pill, need me a strong drink, need some good head, and need some sex.",neutral
"SuuuWooo, I really be doin’ this. I’ll erase you like I drew you.",positive
"What, you really think I’m ’bout to forgive yo untrustworthy ass and stay? Do I look like a fool to you?",negative
"I keep on fallin’ in love wit’ you. Sometimes I love you, and sometimes you make me feel sad.",neutral
I’m just sayin all this for nothin cuz I’ma end up changin my mind and watchin her anyway.,neutral
"lol I’m a good kid fr, and you should cuz I be gettin real bored up here.",neutral
"JPS already broke. If one of these buses flip over, JPS gon’ be done.",negative
I ain’t tryna go to school tomorrow. Walker gon’ get snapped on. Jefferson’s student gon’ get cussed out. Coach Weeks and the student gon’ end up fightin’.,negative
Guess what! I don't care at all! Lemme check my attitude—my bad if I'm comin' off rude.,neutral
"Don’t ever be good to a man who ain’t got good intentions! Men say the same thing too, ‘cause it’s some no-good women out here!",negative
"I love sellin’ drugs; it make my son happy. He ain’t never gon’ know his daddy sell drugs unless somebody say, “Kha’marie, yo daddy on…” #FastMoney",negative
Can you believe my best friend? Cuz he hit me up late at night tryna give me some head!,negative
"Appreciate everybody who done hit me up today. Real grateful y’all took some time out for me. Thanks, fam :)...",positive
"He betta text you wit six y’s in “hey!” I can’t believe he called you his ex name—lawd, smh!",negative
"What’s up with folks our age these days? Everybody always talkin’ ‘bout sex, doin’ all that freaky stuff and whatnot. Ain’t y’all supposed to be talkin’ ‘bout kissin’ and huggin’?",neutral
"Only thing I gotta do today is: hop in the shower, brush my teeth, and get my car cleaned up!",positive
How strong our bond really is if all it take is for you to be gone?,negative
I can't even explain it; I'm so into you now. I wanna be more than just a friend to you now.,positive
"If it wasn’t for my rearview mirror, I’d be messin’ all kinda stuff up, lol.",positive
"Damn, they done sent my friend Peyton home and Ray Lewis too with all that talkin’ ‘bout male emotions.",negative
Y’all need to stop messin’ with me and tell your girl to pay attention to me instead. We the money team—they can’t be part of it.,negative
"If somebody hatin’, I don’t need you, bruh. I’m the type of dude that don’t need no woman.",neutral
"What I respect most ’bout this man is how he don’t ever get shook. No matter what go down, it just make his point even more… I bet Punk keep that title.",positive
"Shakin my head, y’all really need to stop. That’s a real rude way to come at somebody. Smh, what’s up wit these women who be into other women?",negative
"I ain’t even in no mood, but I still be smilin’ ’cause ain’t nobody got me mad.",positive
"Sent , , and  some wild texts. I was bored at 4 this mornin.",neutral
"If you can beat me while I’m rockin’, you can have my chair, ’cause it ain’t too many dudes out here who can do what I do.",positive
"Ain’t nobody s’posed to be dyin’ like this. Fallin’ down steps? I done fell down them concrete steps at JSU, and I’m still here!",neutral
"The day I run from somebody walkin’ the same ground and breathin’ the same air as me, that’s the day I’ma take my hat off and salute ‘em!",positive
"I was tellin’ Dee ’bout this stuff and they told me not to talk ’bout it no more, but she said I can trust her.",neutral
"#HonestHour --> I ain't got nothin' against nobody. Why folks don't like me, I don't even know. For real, I don't care!",neutral
I ain’t goin’ to see Texas Chainsaw Massacre tomorrow. I’m goin’ the week after next. That movie betta still be playin’!,neutral
My best friend comin’ over to my house tomorrow so we can knock that funky project out the way.,positive
Don’t like me? Bet. I don’t wake up tryna impress y’all. I don’t owe none of y’all nothing!,negative
"I’ma hit it from the front, back, side to side. Girl, I love how you doin’ it. #JAMMIN",positive
". Nah, it wasn’t, but if you lookin’ at me, then yeah, it could be.",neutral
"Neshia so shy! Lawd, I’m just like her. I wouldn’t even say hey to a squirrel—I’m just that shy!",neutral
"My big sis BurntCookiee told me to take my butt to sleep, so bye y’all :(",negative
"Forget all them kisses; they ain't mean nothin. And forget you, you a cheater—I don't want you back.",negative
"Had me out here walkin’ three days in the cold and rain, but I got they ass tho. >>>>",positive
"You ain’t gettin’ that answer no time soon... I’m missin’ in your life, man...",negative
"I was finna go to sleep, but I started talkin’ to Q ‘bout some things. Now I’m up thinkin’ and I’m bored, talkin’ to Halle tho—my #love.",neutral
I’m channelin’ my inner Jay Cutler when I say I don’t even care; Miami was mad fun.,positive
Stale ass weave these girls be rockin’... Flip that shit and it ain’t goin’ nowhere... Need some oil sheen or somethin’...,neutral
"If it walk like a duck and talk like a duck, then it’s a duck!",neutral
"The next person touch my stuff gettin' shot, I don't care if it's my fault or not.",negative
"I ain't never gon' jump nobody. That make me feel like I can't handle my own business. Plus, that just ain't cool. For real.",negative
"Shaggy had me over here stressed. He always be laughin’, so seein’ him snap was like, damn.",negative
I’m finally ’bout to go back to school. Gotta stay on top of my responsibilities though.,neutral
"Mornin’. School done came back too quick, but I gotta get wit it.",neutral
"I ain’t in no good mood this mornin’. Might as well just say forget school, man.",negative
"... Be goin’ all out to put shine on more than just the USA. Ha, what? Yeah, the whole world...",positive
"He was real hot-headed before he got his bullets. He was talkin’ ‘bout he ’bout to go rob somebody, lol.",neutral
"Oh. Where you in school at again? I forgot. I’m so ready to be up in a hospital, fr.",negative
"I miss her when she gone, but soon as she get here, she the devil.",negative
""" Damn, they really had to go after the babies tho? Then this fool went and shot himself and his mama. What he thought he was gon’ get outta this?""",negative
"Big shoutout to —no matter who we was chillin’ with, we always kept talkin’ to each other. We used to have hella fun in class. I miss her!",positive
Ion even know if the daycare open or not; I’d just rather keep Noonie at home wit me.,neutral
"If you know me, you know I love makin’ folks laugh! I just like seein’ people happy!",positive
"No matter how old you get or how grown you is, you always gon’ have that ONE person you really wanna beat up!",neutral
"I ain’t goin’ to no damn Disney World, I’m not bout to do it lol! You already know I’ma just stay up in the condo and sleep, bein’ my boring self.",neutral
