aae_text,sentiment
""": There’s a price on your head; I’ll leave you lying where you stand!""",negative
": When I tell you I love you, I truly mean it!",positive
"Beef is when you make mistakes—fewer burgers with your friends, more steak with snakes.",negative
I think we can all agree that the real winner in this Te'o fiasco is Catfish.,neutral
I probably didn’t put much of Mrs. Myra’s BBQ sauce on my chicken tonight.,neutral
Don’t feel bad about this loss. This is what State is supposed to do. I’m glad to see some fight in the Heels at the end.,positive
"Aww, that's true. I’m going to be there all week next week! Even though their silly selves suspended me, lol, I’m going to behave next week.",positive
I'm going somewhere at 12. I'll have Chyna come get you when I'm done.,neutral
"I don’t have a message unless you’re talking about on MeetMe, but I don’t care, fuck you, go back to that bitch, bye.",negative
"The world is yours, young man. What are you going to do with it? Watch it, make it work.",positive
"I mess with Alley Lano, man. East Baltimore, Latrobe. But that's not all of our projects though.",neutral
"Rappers talk about trapping but have never seen a hundred million. If your Audemars isn’t a hundred (thousand), then your stuff isn’t real. Be gone, bitch. (In Meek Mill’s voice.) Baltimore City.",negative
"I love Chicago. You all need to calm down with the violence and try to make things work—in Yo Gotti’s voice. That’s why I’m alone in Baltimore. Much love to everyone in Chicago, though.",neutral
"Hating isn’t going to get you anywhere, but in a box. Stay low and quiet—mob secrets.",negative
"You aren’t lying, Ghost. This is amazing. Lion pride. I’m going to be listening to this for the rest of my life.",positive
"If you’re my friend, you’re my friend then! I definitely don’t need any new friends—where have you been?",neutral
"I heard he had sex with her. Oh well, I don't care. She's not my girlfriend. I can't stand her.",negative
"I want to cuddle with a girl, but she’s at her grandma’s house, so I’m just going to go back to sleep.",neutral
"I go hard for my squad. Squad! Alright! 039 stuff. Forget the opposition, forget Lawless and them, forget those guys. Take losses. Forget Cess.",positive
"because I know I’m going to be up all night, but in the morning I’m going to be really sleepy.",neutral
"Ragene, stop tweeting at me. You're just upset because I don't want you. I've moved on. Goodbye. Stop talking to me—we have nothing else to discuss.",negative
"LOL, I don't want her to wear any panties tomorrow when she comes over, for real.",negative
""": I don't trust people. I think anybody could set me up! True stuff. #TRUSTNONE""",negative
People don’t know what it means to keep their word anymore. That’s why my trust is messed up! But I would die to keep my word.,neutral
"Some people expect women to perform oral sex or do even more, I suppose. In that case, I guess I'll never go on a date. LMAO",neutral
Ask me to come see you at a game and then you don’t even talk to me. #wtf,negative
"I love attractive women, that’s my problem, and yes, I like to have sex—I have a serious problem.",negative
"Aww, the head manager of West Orange Burger King called me and thanked me for working there, and said he wants me to work there in the summer.",positive
"Mmm hmm, that's what it sounds like to me. My baby's godmother can't be into that, lol.",neutral
I was thinking about going to the mall on Monday since I have the day off... I’m not sure though.,neutral
"I know it does. I remember the last time I went—I kept falling down. I thought I was going to break my ankle in the process, lol.",neutral
Did you see they put him in the conference championship game and he made two big catches?,positive
"Thank you, Lord, for waking me up this morning. Please give me the strength because these people are getting on my nerves.",neutral
I wonder how many men can lie next to a woman all night and not have sex with her.,neutral
You know the sex is good when it always feels like the first time again.,positive
"I’m doing pretty well at not talking to my mom… it’s been two days, I think… HARDCORE.",neutral
The Celtics lost to the Bulls and are now 20-19 for the season. Just take it one game at a time for number #oomf!,neutral
"Chief Keef is 17 years old. His child's mother is in the 8th grade, and he is currently in juvenile detention for violating probation. This is your role model?",negative
"Future is like the new T-Pain. He sounds good singing the chorus, but I’m not so sure about him on the entire song.",neutral
"I have so much to do today, but my first priority this morning was to spend time with my little girl.",positive
"Lol, I just called my boyfriend to tell him that I’m going to join the army. We’re going to get married and be together forever.",positive
"I think I’m going to get my hair braided! I’m taking one weekend off, just for me and him.",positive
"Some things are not meant to be said, and I was about to say something, but I’m not going to.",neutral
"I know he sees me tweeting this, and it’s the truth. If it weren’t for him, I wouldn’t love again.",positive
My aunt is crazy though... I don't know why she thinks I'm pregnant! I have to go.,neutral
"I wish I were with my significant other, but overall, I enjoyed my day with my coworkers.",neutral
"Your son and I have something special going on. Don’t try to ruin it, or there will be consequences.",negative
"Yes, yes... But now that I work, I get my own. I'm going to have a couple of kids so he can spoil them.",neutral
"It seems like every child is calling me Aunt Kisha or thinks I’m their big sister who doesn’t care about them at all, lol.",neutral
"""I'm not rushing it, I'm just ready to get that stuff out of the way ...""",neutral
"No one likes drama except for him... It's all good, I only have a couple of months left.",neutral
""" Please don’t tag me now. You weren’t a few seconds ago. You have guys fighting your battles, but you’re still the same cowardly person.""",negative
"I like him too much to stop, but I love him way too much to keep going. I think I know what I have to do.",neutral
"Women are still upset that Rihanna got back together with Chris Brown, as if you all don’t keep taking back the same unreliable guy every two weeks!",negative
"TWITTER: Gets #horny around 3 and 4. It’s like a #hotline, but only on your timeline.",neutral
"I understand that, don’t write me a statement lol, but if you invited her, you’re paying! Did this happen to you?",neutral
""" Oh my gosh, my sister. Haha, this girl! I love being around her; she makes me happy, which is rare! She's a keeper.""",positive
"""You changed my whole life. I don’t know what you’re doing to me with your love. I’m feeling completely superhuman—you did this to me!""",positive
I know you do hear them. Squeeze—what are you going to do? Fuck and suck him up too?,negative
"To be honest, I don’t know. I told Aaliyah you were just joking, and she said, “Oh well, Sabrina knows now.”",neutral
"It’s undeniable that we should be together. It’s unbelievable how I used to say that I would never fall. The point is, you need to know how I feel if you don’t already know.",positive
"Damn, I thought you and I were better than this. I thought you liked me.",negative
"You saying that’s your girl doesn’t mean anything, like prank callers, because it’s a small world and unfaithful women make it even smaller.",negative
"So when they lose in the Super Bowl, where is your bandwagon fan going to be then?",negative
"Yeah, I'm about to go to my aunt's house because it's my little cousin's birthday, but I'll be back.",neutral
"God, forgive me for the sins I have committed and the ones I will commit in the future.",neutral
"Hey, this girl at school today tried to insult me. Oh no, she was a joke, not worth my time—I really put her in her place. I'm cracking up.",positive
"""Life is fair—made up of millions of moments—most of them glorious. -Douglas Holzmeier""",positive
My room is not messy; it is an obstacle course designed to keep me fit.,positive
"People make me laugh when they say I'm really thick. Come on now, I'm not that thick.",neutral
"There’s nothing like the first time. I’m trying to tell you, I can blow your mind.",positive
"I did you wrong, you did me wrong. I'll take you back if you take me back.",neutral
"Laughing out loud, this guy is about to turn 21 and got a 16-year-old pregnant. #Maury",negative
"I beat Josh in NBA 2K13 today with LeBron. He beat me badly in Madden, but I destroyed him in 2K. #SouthBeachIsKING",positive
I wonder if the people who don’t deserve what I want go through what I go through...,negative
Letting the right person come to me. I'm not waiting for anyone at this point.,neutral
he’s done that his entire career. Why stop now? It obviously worked out alright for him.,positive
"If you mess with my big brother, I'll have you sleeping with the fishes!",negative
"I kind of miss my State friends. I get to see them next week, so it’s all good!",positive
"I’m supposed to be having lunch with one of my friends, but I don’t know if I’ll wake up in time.",neutral
"I spoke to  today. He looked at me like, ""Who the heck are you?"" lol",neutral
"LOL! Hey LaQuanda, I have four people on hold, but I can talk!",neutral
Am I the only one who wants a relationship where we can have sex all night until things feel right? Just saying.,neutral
Why do I feel like this classroom is set up like something out of Final Destination? Lol,neutral
Hot room + walking everywhere + no fast food = one very attractive Taylor :),positive
"Am I a fool for you, or is there something else driving my actions?",neutral
All the unanswered questions that could be solved in one night... one night we will never have.,negative
I am not walking back to Abernathy. I refuse. You all can have that.,negative
Finished packing. I'm about to watch TV until I get that call in the morning saying we're on our way.,neutral
""": : I need a valentine. I will be your valentine! Yay! :)""",positive
"""I can't let the tears fall from my eyes, so I have to let the song express my feelings.""",positive
"It's like as soon as I climax, I come to my senses. I would say these women's names, but then I would be telling on myself.",neutral
The feeling of knowing that you don’t have to wake up in the morning is unbeatable.,positive
"I don't notice subtweets anymore because I rarely scroll down my timeline now; I just tweet and log off, lol.",neutral
I met that girl and I had to spoil her because she is so #loyal.,positive
"It’s funny how you’re always talking about me, but I never even think about you.",neutral
I’m really about to blow up his phone and tell him what’s on my mind!,neutral
"I don’t think about sex in my life like that. I’d rather do it with the woman I used to sleep with, D.G., but she hates me. Tragic.",negative
"You always need to have a woman who has your back; if you don’t, you’re nothing.",negative
"You want me to come over so we can talk, but I just want to come over so we can have sex. If you’re not down, then move along. (Just words spoken)",negative
"And then they act tough, but the whole time they can’t fight. Just sit down and be quiet.",negative
"Ummm, how on earth do you tell me to text you but then you don’t text back!? #subtweet",negative
#10thingsaboutmycrush He has gum stuck on his arm from when he was a baby.,neutral
I remember that day when one of my followers pulled my bathing suit string and my bottoms came off in the pool. Dead from laughing.,positive
Someone deleted Ruzzle from my phone. *grabs knife* Who’s dying tonight!?,negative
Women are always trying to argue when a man is having a bad day. Just be quiet. #These Girls Are Acting Up...,negative
"Gotti makes some of these women look foolish, and they are quick to claim the title.",negative
"Everyone deserves some space without any consequences or accusations, especially when he or she always gives 110% when present. JWFitn #metimeisvital",positive
"I just rewound all the way back watching my friend ’s highlight tape. We dominated the tournaments, even out of town and everything.",positive
"I want a man who will hold me accountable when I’m doing something wrong—not in a bad way, but to be there with me and stand by me, unlike any other man.",positive
"If anyone ever even thinks about hitting me, you better think twice. I will fight people too. I’m just saying—I’m not, or I’m not scared!",neutral
"""If you’re going to say something, say it when I mention it so it helps; don’t wait until weeks later.""",negative
"So she’s cooking pig feet, neck bones, black-eyed peas, greens, and cornbread… what the heck, I don’t eat any of that.",negative
"I have a large penis, so which one of you women is going to let me have oral sex with you?",negative
"Accept me for who I am; if you don't like it, then deal with it.",neutral
"Dedria knows she is popular without taking any Molly; she probably doesn't even know what Molly is, lol.",neutral
""" No, I didn’t see her there, but knowing myself, I’ll end up getting really mad and then go to her house.""",negative
"There are clothes everywhere, shoes everywhere, M&Ms bags everywhere, a Taaka bottle over there—ugh, it’s messy.",negative
"Rainy days fade away when you come around. You say you’re here to stay with me, but boy, I don’t want you telling me I need you.",neutral
"Even when the sky comes falling, even when the sun doesn't shine, I have faith in you and me.",positive
"I need a blunt, need to take a pill, need a strong drink, need some good oral sex, and some sex.",neutral
"""SuuuWooo, I really do this. I’ll erase you like I drew you.""",negative
"What, you expect me to forgive your untrustworthy self and stay? Do I look like a fool to you?",negative
"I keep on falling in love with you. Sometimes I love you, and sometimes you make me feel sad.",neutral
I’m just saying all of this for nothing because I’ll end up changing my mind and watching her.,neutral
""" lol I’m a good child lol, and you should because I get super bored up here.""",neutral
"JPS is already broke. If one of these buses flips over, JPS will be finished.",negative
I don’t want to go to school tomorrow. Walker is going to get snapped on. Jefferson’s student is going to get cursed out. Coach Weeks and the student are going to fight.,negative
Guess what! I don't care at all! Let me check my attitude—sorry if I'm being rude.,negative
Never be good to a man with no good intentions! Men say the same thing because there are some no-good women out here!,negative
"I love selling drugs; it makes my son happy. He will never know that his dad sells drugs unless someone says, ""Kha'marie, your dad is on..."" #FastMoney",negative
"""Can you believe my best friend? Because he texted me late at night trying to give me oral sex!""",negative
"Thank you to everyone who has congratulated me today. I am very grateful to all of you for taking a little bit of your time for me. Thank you, friends :)...",positive
"He better text you with six y's in ""hey!"" I can't believe he called you by his ex's name—oh no, shaking my head!",negative
"What is with our age group these days? People are always talking about sex, performing oral sex, and such. Aren’t you supposed to be talking about kissing and hugging?",negative
"The only things on my agenda today are: to take a shower, brush my teeth, and get my car detailed!",positive
How strong is our bond if all it takes is for you to be gone?,negative
I can't really explain it; I'm so into you now. I want to be more than a friend to you now.,positive
"If it weren’t for my rearview mirror, I would be messing all kinds of things up, lol.",neutral
"Damn, they sent my friend Peyton home and Ray Lewis with that male emotions stuff.",negative
Please stop bothering me and tell your girlfriend to pay attention to me instead. We are the money team—they can't be a part of it.,negative
"If someone is hating, I don't need you, bro. I'm the type of guy who doesn't need a woman.",neutral
The thing I respect most is this man's unflappable nature. Everything that happens just proves his points... I bet Punk retains.,positive
"Shaking my head, you all need to stop. What a very rude way to approach someone. Shaking my head, what is it with these women who are attracted to their own gender?",negative
"I'm not even in a mood, but I manage to smile because no one has made me mad.",neutral
"Saw , , and  some ridiculous texts. I was bored at 4 this morning.",negative
"If you can beat me while rocking, you can have my chair, because there aren’t too many men who can do what I do out there.",positive
"No one should die the way these people are dying. Falling down steps? I fell down those concrete steps at JSU, and I'm alive!",negative
The day I run from anybody walking the same ground and breathing the same air as me is the day I will take off my hat and salute them!,positive
"I was telling Dee about this stuff and I was told not to talk about it anymore, but she said I can trust her.",neutral
"#HonestHour --> I don't have anything against anybody. Why people don't like me, I don't know. Honestly, I don't care!",neutral
I’m not going to see Texas Chainsaw Massacre tomorrow. I’m going the week after next. That movie better still be playing!,neutral
My best friend is coming over to my house tomorrow to get that funky project out of the way.,positive
Don’t like me? Fine. I don’t wake up to impress you. I don’t owe you all anything!,negative
"I'm going to hit it from the front, back, side to side. Girl, I love the way you do it. #JAMMIN",positive
""". No, it wasn’t, but if you’re looking at me, then sure, it could be.""",neutral
"Neshia is so shy! Lord, I’m just like her. I wouldn’t even say hey to a squirrel—I’m just that shy!",neutral
"My big sister, BurntCookiee, told me to take my butt to sleep, so bye, you all :(",negative
"""Forget all those kisses; they didn't mean anything. And forget you, you cheat—I don't want you back.""",negative
"Had me walking for three days in the cold and rain, but I got their ass though. >>>>",positive
"You’re not going to get that answer any time soon... I’m missing in your life, man...",negative
"I was about to go to sleep, but I started talking to Q about some things. Now I’m up thinking and I’m bored, talking to Halle though—my #love.",positive
I’m channeling my inner Jay Cutler when I say I don’t care; Miami was extremely fun.,positive
Stale ass weave these girls be having... Flip that shit and it doesn't move anywhere... Need some oil sheen or something...,negative
"If it walks like a duck and talks like a duck, then it’s a duck!",neutral
"The next person to hit my stuff is going to get shot, whether it's my fault or not.",negative
"I would never jump anyone. That makes me feel like I can't handle my own business. Plus, that's just not cool. For real.",negative
"Shaggy had me over here worried. He’s always laughing, so to see him snapping was like, wow.",negative
I’m finally about to go back to school. I have to stay on top of my responsibilities though.,neutral
"Good morning. School has come back too soon, but I have to get with the program.",neutral
"I'm not in a good mood this morning. I might as well just freaking quit school, man.",negative
"... Go so hard to give shine to more than just the USA. Ha, what? Yes, the whole world...",positive
"He was hot-headed before he got his bullets. He was saying he was about to go rob someone, lol.",negative
"Oh. Where are you in school? I forgot. I'm ready to be in a hospital, man.",neutral
"I miss her when she’s gone, but when she gets here, she’s the devil.",negative
""" Damn, did they really have to choose the babies to kill though? Then this idiot shot himself and his mom. What did he think he was going to get out of this?""",negative
"Shout out to —no matter who we spent time with, we never stopped talking to each other. We used to have so much fun in class. I miss her!",positive
I don't know if the daycare is open or not; I would just rather keep Noonie at home with me.,neutral
"If anyone knows me, they know I like to make people laugh! I enjoy seeing people happy!",positive
"No matter how old you are or how much you mature, you will always have that ONE person you really want to beat up!",negative
"I’m not going to any damn Disney World, I refuse lol! You know I’ll just stay in the condo and sleep, being my boring self.",negative
"I was just about to call you, then I thought, nah, she’s probably at work.",neutral
"I tweet songs that play on my Pandora, but someone always gets offended. I don’t even mess with you. Get out of here with your insecure self!",negative
"Why am I still awake...thinking about my past and how I wish it was better. But I'm still getting through it. Thanks a lot, you pushed me away....",negative
"Women out here are acting wild. Some people do the most, but I will definitely put them in their place. Now, what do you have?",negative
I have never been someone who falls for love easily; I feel like I treated these men the way they usually treat women.,negative
Women want to get mad at the next woman because they don’t have their man under control. Everyone is sharing everyone.,negative
because she’s bipolar and we were never friends—she was literally my girl.,neutral
"The best curve on a girl is her smile (: Haha, just kidding—look at that ass.",neutral
""": :  where are the girls at? Haha, I don’t have any, lol. Stop lying and introduce me to someone for real.""",neutral
"If you fake, cowardly guys don’t like me, you’ll realize that I’m the realest person you ever hated on!",negative
"This girl said I was an 8.9, the other said I was a 9—girl, I’m a 10.",positive
"To be honest, he spelled your name wrong, lol. Dumb ass hoes! And his bio says ""my wifey"" with a different name, lol.",negative
"Everyone falls in love in high school and says they’re going to get married, but at the end of high school you find out who’s actually going to be a wife!",negative
""":  to Yanni lol just kidding, Rosedale is funny. Man, we really slept with all the same women though, bro.""",neutral
""":  I swear on everything! You'll see when I come talk to you, kopi kopi lol""",neutral
""":  man, you had people crying, God. That girl was pretending like she was tough. LOL.""",neutral
"Control your woman, you let her talk to you crazy. You have baby mama drama and you don’t even have a baby!",negative
""":  lol I don't need to grow! You really don't though, you're very healthy lol""",positive
""":   HAHAHA Becky, do you have my back, friend? LOL no, she doesn’t, but you have the front… of my pants.""",positive
""": Shaking my head, there goes my name again. I might as well change my name to Rico or Gerald, shaking my head. I'm Rico, man. Laughing my ass off.""",positive
""": This guy took my name, shaking my head. How am I not Rico though? I went through all that pain, man. Lol.""",neutral
""": #tbt gone but never forgotten. Haha, check your man out though, . Who is that, bro?""",neutral
"You know you’re broke when you scrape up change to get yourself something to eat, lol.",negative
"She’s so desperate, all over Facebook looking for love. Girl, you’re messy and nasty—no one wants that negative stuff.",negative
"What goes on in people's heads when they lie to their girl, saying ""I love you"" and stuff, but they're lying at another woman's house saying ""I love you"" too? Forget you.",negative
"Forget people who think they can run over the people that care about them... you’re taking advantage of ME... not anymore, though. #fallbackhoe",negative
