distilbert_score,vader_score,textblob_score
0.0,-0.5574,-0.06666666666666667
0.0,0.5574,0.35
0.0,-0.0788,0.7
0.0,0.7819,0.5
0.0,-0.2023,0.525
0.0,0.3612,0.2
0.0,-0.8271,-0.2
0.0,-0.8126,0.2
0.0,0.6586,0.5859375
0.0,0.0,0.0
0.0,0.9276,0.6875
0.0,-0.8256,-0.06666666666666665
0.0,-0.4997,0.0
0.0,0.3612,0.0
0.0,-0.9516,-0.5125
0.0,0.6908,0.2
0.0,-0.431,0.5
0.0,0.7679,0.5
0.0,-0.6369,-0.3125
0.0,-0.6968,-0.175
0.0,0.8625,0.7000000000000001
0.0,-0.3252,0.8
0.0,-0.9152,-1.0
0.0,-0.5859,-0.125
0.0,-0.3365,0.12851562500000002
0.0,0.4912,0.29000000000000004
0.0,-0.5095,0.0666666666666667
0.0,0.5242,0.4
0.0,-0.4588,-0.44999999999999996
0.0,-0.6351,-0.9375
0.0,0.7257,0.5499999999999999
0.0,0.3953,0.1
0.0,-0.0258,0.0
0.0,-0.4215,0.8
0.0,-0.2498,0.8
0.0,-0.4215,0.0
0.0,-0.7778,-0.275
0.0,-0.3612,0.1
0.0,-0.128,-0.4
0.0,0.8561,-0.375
0.0,0.0,0.1
0.0,-0.6808,0.0
0.0,-0.6562,0.0
0.0,0.4215,0.8
0.0,-0.5423,-0.18787878787878784
0.0,-0.5423,0.0
0.0,-0.7283,0.0
0.0,0.0,0.0
0.0,0.0,0.2
0.0,-0.3612,-0.15
0.0,-0.5358,0.39375
0.0,-0.8955,-0.5252403846153846
0.0,0.2465,0.2
0.0,0.0516,-0.03888888888888889
0.0,-0.5152,0.04999999999999999
0.0,0.0,0.0
0.0,-0.25,0.0
0.0,0.4404,0.6
0.0,0.8809,0.38316761363636365
0.0,-0.4986,0.0
0.0,-0.2225,-0.23214285714285715
0.0,-0.8168,0.625
0.0,-0.296,0.0
0.0,0.128,0.0
0.0,0.0,0.0
0.0,0.8671,0.875
0.0,0.0,0.0
0.0,-0.1779,-0.3333333333333333
0.0,-0.8282,-0.4
0.0,0.7906,0.6000000000000001
0.0,0.1027,-0.04999999999999993
0.0,-0.25,0.0
0.0,-0.9476,0.0
0.0,-0.5827,-0.27812499999999996
0.0,0.6808,0.0
0.0,0.0,-0.6
0.0,0.0,0.0
0.0,0.3749,-0.3
0.0,0.5106,0.15
0.0,0.0772,0.16005291005291003
0.0,0.4497,0.35
0.0,0.0,0.0
0.0,0.5684,-0.048046874999999996
0.0,0.5719,0.24285714285714288
0.0,-0.3129,-0.31666666666666665
0.0,0.0062,0.30000000000000004
0.0,-0.4215,-0.5
0.0,-0.49,0.012500000000000011
0.0,0.25,0.8
0.0,0.7783,0.2
0.0,0.7377,-0.5
0.0,0.0,0.1
0.0,0.5106,-0.05
0.0,0.0,0.0
0.0,0.4767,0.5
0.0,-0.9138,-0.625
0.0,0.0772,0.0
0.0,-0.802,-0.13333333333333333
0.0,-0.0065,0.4
0.0,0.0,0.0
0.0,0.7482,0.049999999999999996
0.0,0.9584,0.625
0.0,-0.2342,0.0
0.0,-0.56,-0.625
0.0,0.8001,0.5
0.0,-0.7227,0.0
0.0,-0.5873,0.35
0.0,0.0,0.3125
0.0,0.0,0.0
0.0,-0.6219,-1.0
0.0,0.0382,0.0
0.0,-0.4939,0.0
0.0,0.128,0.0
0.0,0.0,0.04722222222222221
0.0,0.0772,0.0
0.0,0.2825,-0.12499999999999997
0.0,0.5574,0.14
0.0,0.0516,-0.06666666666666665
0.0,-0.2732,-0.3333333333333333
0.0,0.4023,0.125
0.0,0.1531,0.2
0.0,0.6369,0.0
0.0,0.4404,0.2611111111111111
0.0,0.0,0.0
0.0,0.8333,0.39444444444444443
0.0,-0.5719,-0.8
0.0,-0.7946,0.04414062499999999
0.0,-0.805,-0.00833333333333334
0.0,0.5423,0.0
0.0,0.0,0.0
0.0,-0.296,0.0
0.0,0.5859,0.0
0.0,0.2263,0.525
0.0,0.128,0.20000000000000004
0.0,-0.8316,-0.03333333333333333
0.0,0.4404,0.24999999999999997
0.0,-0.1078,0.0
0.0,0.2732,-0.09375
0.0,-0.5859,0.0
0.0,-0.5719,-0.5
0.0,0.6006,-0.3038194444444445
0.0,0.8788,0.3
0.0,0.25,0.35
0.0,-0.4389,0.3571428571428571
0.0,-0.3535,0.2
0.0,-0.2235,0.0
0.0,0.5702,0.8
0.0,0.9601,0.4
0.0,0.6486,0.4000000000000001
0.0,0.1754,0.4
0.0,0.6249,0.1621212121212121
0.0,0.0,-0.08181818181818182
0.0,0.0,0.0
0.0,0.0,0.2
0.0,0.7418,0.4791666666666667
0.0,-0.3582,0.0
0.0,-0.2023,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.6322,0.6
0.0,0.0,0.0
0.0,0.0,-0.13518518518518519
0.0,-0.5423,0.0
0.0,0.0,0.0
0.0,0.3244,0.0
0.0,0.0,-0.2
0.0,-0.4238,-0.08333333333333333
0.0,-0.5927,-0.375
0.0,0.0,0.30833333333333335
0.0,0.6444,-0.07999999999999999
0.0,0.5023,0.2
0.0,-0.8796,0.024999999999999994
0.0,-0.5574,-0.2
0.0,0.0,0.0
0.0,0.0516,0.0
0.0,0.4588,0.375
0.0,-0.524,0.10000000000000002
0.0,-0.4404,0.35
0.0,-0.8834,-0.7
0.0,0.5023,0.2
0.0,0.0772,-0.49583333333333324
0.0,-0.2263,0.0
0.0,-0.2781,0.0
0.0,-0.5423,0.0
0.0,-0.5423,-0.15555555555555556
0.0,-0.5052,0.5
0.0,-0.9186,-0.4083333333333334
0.0,-0.25,0.09999999999999998
0.0,-0.9274,-0.45
0.0,-0.7906,-0.35
0.0,-0.9118,0.13
0.0,0.4215,0.4
0.0,-0.6428,0.042857142857142844
0.0,-0.8023,-0.2638888888888889
0.0,-0.8074,0.0
0.0,-0.969,-0.5
0.0,-0.8048,-0.30833333333333335
0.0,0.5719,0.8
0.0,-0.4019,-0.1625
0.0,-0.8449,-0.08333333333333333
0.0,-0.8555,-0.16666666666666666
0.0,0.9112,0.5318181818181819
0.0,-0.4278,-0.2
0.0,-0.4011,0.29296875
0.0,-0.6209,0.48828125
0.0,-0.7494,-0.3125
0.0,0.8209,0.6588541666666666
0.0,-0.6941,-0.06666666666666665
0.0,-0.7906,-0.2
0.0,0.0,0.0
0.0,0.5574,0.5
0.0,-0.1531,0.16
0.0,0.34,-0.3125
0.0,0.2263,0.8
0.0,0.4019,0.0
0.0,-0.4215,-0.5
0.0,-0.0516,-0.2708333333333333
0.0,0.1154,0.25
0.0,0.0,0.13636363636363635
0.0,-0.6369,-0.375
0.0,-0.836,-0.3125
0.0,0.7269,0.3666666666666667
0.0,0.5574,-0.15625
0.0,0.0,0.175
0.0,0.2575,0.0
0.0,0.0,0.26666666666666666
0.0,0.4939,0.0
0.0,-0.6486,-0.375
0.0,-0.296,0.2
0.0,-0.5719,-0.8
0.0,0.6705,-0.010416666666666664
0.0,0.0,0.0
0.0,-0.9355,-0.225
0.0,-0.4642,-1.0
0.0,0.6369,0.5
0.0,-0.5789,-0.2
0.0,-0.9432,-0.35
0.0,0.0,0.2857142857142857
0.0,0.5267,0.0
0.0,0.0,0.0
0.0,0.8953,0.43125
0.0,0.7118,0.3333333333333333
0.0,0.0258,-0.04999999999999999
0.0,-0.629,-0.096875
0.0,0.8016,0.5
0.0,-0.1134,0.0
0.0,-0.7696,-1.0
0.0,0.6114,0.17045454545454544
0.0,-0.5526,-1.0
0.0,0.0,0.0
0.0,-0.4912,-0.375
0.0,0.2575,-0.625
0.0,0.1511,-0.1416666666666666
0.0,0.3054,-0.0625
0.0,-0.8555,-0.5
0.0,-0.128,-0.2
0.0,0.0,0.0
0.0,-0.5106,0.1267195767195767
0.0,-0.0516,0.2
0.0,0.7717,0.5
0.0,0.0,0.0
0.0,0.4588,0.5
0.0,0.802,-0.2222222222222222
0.0,0.0772,0.5
0.0,-0.4941,0.068359375
0.0,0.7717,0.275
0.0,-0.4215,0.8
0.0,0.875,0.6625
0.0,0.4824,0.0
0.0,0.3612,-0.10416666666666664
0.0,0.4199,0.0
0.0,-0.7096,-0.5
0.0,0.5423,-0.012500000000000011
0.0,0.1027,0.0
0.0,0.6114,0.8
0.0,0.296,0.25
0.0,0.0,0.0
0.0,0.3612,0.35
0.0,-0.34,-0.16999999999999998
0.0,0.8779,0.5
0.0,-0.34,0.10000000000000002
0.0,0.6249,0.0
0.0,0.0,0.5
0.0,-0.959,-0.30000000000000004
0.0,-0.3089,0.11249999999999999
0.0,0.8555,0.062499999999999986
0.0,0.34,-0.024999999999999967
0.0,0.6697,0.5
0.0,0.8829,0.0
0.0,-0.2093,-0.27083333333333337
0.0,-0.6808,0.0
0.0,0.8151,0.5125000000000001
0.0,-0.4003,0.0
0.0,-0.3786,-0.6999999999999998
0.0,0.7253,0.6
0.0,0.34,0.07499999999999998
0.0,-0.2787,-0.062499999999999986
0.0,0.4215,0.4777777777777778
0.0,0.832,0.22000000000000003
0.0,-0.5423,-0.4
0.0,-0.4005,-0.6
0.0,0.8791,0.1053509424603174
0.0,-0.4019,0.0
0.0,-0.3923,-0.5
0.0,0.0,0.0
0.0,0.2771,-0.025000000000000022
0.0,0.4585,0.0
0.0,-0.4019,0.0
0.0,0.4588,0.0
0.0,0.0,0.0625
0.0,0.0,0.05753968253968253
0.0,0.3612,0.0
0.0,-0.2732,0.2857142857142857
0.0,0.6486,0.8
0.0,-0.1091,0.037500000000000006
0.0,0.2317,-0.1
0.0,-0.34,0.0
0.0,-0.0444,0.43333333333333335
0.0,-0.4404,-0.4
0.0,-0.4973,-0.2
0.0,0.8871,0.390625
0.0,-0.3382,0.1875
0.0,0.0,0.0
0.0,0.7579,0.4666666666666667
0.0,-0.3313,0.21875
0.0,0.0,0.0
0.0,0.0258,0.0
0.0,0.0,-0.2
0.0,0.4939,0.0
0.0,0.0,0.0
0.0,0.0516,0.0
0.0,0.1154,-0.4
0.0,-0.7715,-0.05
0.0,-0.904,-0.25
0.0,0.9074,-0.2333333333333333
0.0,0.4019,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.8625,-0.4
0.0,-0.5864,0.0
0.0,0.4567,0.0
0.0,-0.0422,0.5
0.0,0.0,0.0
0.0,-0.8316,0.12083333333333335
0.0,0.0174,0.0
0.0,-0.6742,-0.4
0.0,0.501,0.41666666666666663
0.0,-0.8126,0.0
0.0,0.0258,0.4
0.0,0.3612,-0.037037037037037056
0.0,0.0,0.0
0.0,-0.5229,-0.15454545454545457
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.6908,0.3
0.0,0.2382,0.15
0.0,-0.5423,0.0
0.0,0.0,0.6
0.0,-0.0516,0.8
0.0,0.0,0.0
0.0,-0.9442,-0.35
0.0,0.4588,0.2
0.0,-0.9144,-0.21666666666666667
0.0,0.9578,0.75
0.0,-0.3435,-0.5999999999999999
0.0,0.3459,0.08333333333333333
0.0,0.0,0.0
0.0,0.0,0.0
0.0,-0.6204,0.17222222222222222
0.0,0.6322,0.0
0.0,-0.0516,0.0
0.0,0.4753,1.0
0.0,0.743,-0.3125
0.0,0.2775,0.0
0.0,0.2263,-0.35
0.0,-0.8331,-0.30000000000000004
0.0,0.3291,0.19999999999999998
0.0,-0.1556,0.10000000000000003
0.0,0.0,0.0
0.0,0.0,0.55
0.0,0.0,0.2857142857142857
0.0,0.4404,0.25
0.0,-0.2372,0.375
0.0,-0.3182,0.8
0.0,0.0,-0.10714285714285715
0.0,-0.4868,-0.9999999999999999
0.0,-0.2824,5.551115123125783e-17
0.0,-0.6705,0.125
0.0,0.5837,-0.24305555555555558
0.0,0.2472,-0.26875
0.0,0.802,0.29814814814814816
0.0,0.4767,0.8
0.0,0.0,-0.2
0.0,0.431,-0.10000000000000002
0.0,-0.2732,-0.2
0.0,-0.7184,-0.1
0.0,0.0,0.0
0.0,-0.7906,-0.6999999999999998
0.0,-0.7274,0.19999999999999998
0.0,0.0,-0.09999999999999999
0.0,0.0772,0.21538461538461542
0.0,0.6808,0.0
0.0,0.5859,0.13636363636363635
0.0,0.3612,0.5
0.0,-0.4767,0.0
0.0,-0.7717,-0.3
0.0,-0.937,0.0
0.0,-0.34,-0.14444444444444446
0.0,-0.6908,0.0
0.0,-0.383,0.7
0.0,0.7351,0.7
0.0,-0.5574,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0516,0.55
0.0,0.4678,0.0
0.0,0.0,0.1
0.0,-0.5267,0.0
0.0,-0.2064,-0.25
0.0,-0.5423,-0.6999999999999998
0.0,-0.5994,0.0
0.0,0.0,-0.11875
0.0,0.6041,0.0
0.0,0.34,0.0
0.0,0.8519,0.14687499999999998
0.0,0.6597,-0.15555555555555559
0.0,-0.8381,-0.25
0.0,-0.4201,-0.13333333333333333
0.0,-0.3182,0.0
0.0,0.0,0.0
0.0,0.4215,0.8
0.0,0.8555,0.4583333333333333
0.0,0.5719,0.4
0.0,0.3612,0.2
0.0,-0.2755,0.0
0.0,-0.8645,-0.2638888888888889
0.0,0.0,0.0
0.0,-0.2695,0.2708333333333333
0.0,0.5126,-0.046875
0.0,0.0,0.0
0.0,0.7241,0.44999999999999996
0.0,0.7506,0.23964285714285713
0.0,-0.586,-0.5384615384615384
0.0,0.2382,0.5
0.0,0.0,0.0
0.0,0.296,0.2
0.0,-0.8938,0.0
0.0,0.4215,0.28958333333333336
0.0,-0.7734,-0.4583333333333333
0.0,0.0,0.0
0.0,-0.6023,-0.8
0.0,-0.2617,-0.5
0.0,-0.1877,0.08333333333333333
0.0,-0.5423,-0.2
0.0,0.6369,0.2
0.0,-0.0941,0.225
0.0,0.1511,-0.15625
0.0,-0.8126,-0.13333333333333333
0.0,-0.3699,-0.23125
0.0,-0.959,-0.31666666666666665
0.0,0.1027,0.0
0.0,-0.4404,-0.20625
0.0,-0.1779,0.525
0.0,-0.8268,-0.3
0.0,-0.3818,0.35
0.0,0.5053,0.0
0.0,0.8607,0.1336805555555555
0.0,0.5052,0.28125
0.0,-0.2225,0.4
0.0,0.8765,0.16666666666666669
0.0,0.6369,0.15
0.0,0.636,0.125
0.0,-0.7294,0.0
0.0,0.4939,0.0
0.0,0.8689,0.3611111111111111
0.0,0.1027,-0.1
0.0,-0.8016,-0.18124999999999997
0.0,0.3919,0.225
0.0,0.2197,0.05
0.0,-0.3647,0.06666666666666668
0.0,0.8543,0.65
0.0,-0.1195,-0.17083333333333334
0.0,-0.6808,0.0
0.0,0.3612,0.7
0.0,0.4215,0.25
0.0,0.6369,0.16666666666666666
0.0,-0.5499,0.08333333333333333
0.0,-0.8074,0.2
0.0,0.6486,0.5
0.0,0.4939,0.30000000000000004
0.0,0.1531,0.07500000000000001
0.0,0.5978,0.5
0.0,0.1779,-0.1375
0.0,-0.7096,-0.033333333333333326
0.0,0.126,-0.03125
0.0,-0.6131,-0.1
0.0,-0.34,-0.36666666666666664
0.0,0.0,0.0
0.0,-0.5927,-0.5
0.0,-0.8703,0.0
0.0,-0.4767,0.0
0.0,0.0,0.0
0.0,-0.7959,-0.875
0.0,0.2942,0.20833333333333334
0.0,0.0,0.0
0.0,-0.296,0.25
0.0,0.8007,0.3125
0.0,0.836,0.24375000000000002
0.0,0.0,0.0
0.0,-0.807,0.0
0.0,-0.1613,0.6
0.0,0.0,0.08333333333333333
0.0,-0.6408,-0.375
0.0,0.5106,0.2
0.0,-0.2263,-0.08333333333333333
0.0,0.0516,0.0
0.0,-0.3843,-0.4
0.0,-0.93,-0.41874999999999996
0.0,0.0583,0.39
0.0,0.915,0.3165909090909091
0.0,0.5696,0.625
0.0,-0.8687,-0.14761904761904765
0.0,0.0,0.0
0.0,-0.6351,-0.2
0.0,-0.8402,-0.016666666666666666
0.0,0.7506,0.2333333333333333
0.0,0.0,-0.6
0.0,-0.9441,-0.125
0.0,-0.2617,-0.2
0.0,-0.5574,0.04444444444444443
0.0,-0.5837,0.0
0.0,0.8625,0.3000000000000001
0.0,0.4927,0.7
0.0,0.7587,0.5
0.0,0.128,-0.09999999999999998
0.0,-0.3987,0.25
0.0,0.128,0.0
0.0,-0.7964,-0.2
0.0,0.7906,0.27999999999999997
0.0,0.0258,0.0
0.0,0.0,0.0
0.0,-0.8452,-0.3333333333333333
0.0,-0.2263,0.5
0.0,0.3419,0.0
0.0,-0.6705,0.11666666666666665
0.0,-0.9417,-0.14166666666666666
0.0,0.0,0.0
0.0,-0.4215,0.0
0.0,-0.5994,-0.05
0.0,-0.3291,-0.4125
0.0,0.7351,-0.12000000000000002
0.0,-0.5423,0.0
0.0,-0.296,-0.375
0.0,-0.9042,-0.1
0.0,-0.7845,-0.4
0.0,-0.6908,-0.4
0.0,-0.7825,1.0
0.0,-0.2205,0.12222222222222222
0.0,-0.6841,-0.8
0.0,-0.6845,-0.2
0.0,-0.5574,0.0
0.0,0.4215,0.26666666666666666
0.0,0.0382,-0.625
0.0,0.4215,0.3575757575757576
0.0,-0.3612,0.21666666666666667
0.0,0.0,0.0
0.0,0.9062,0.54
0.0,0.8126,0.4666666666666666
0.0,0.1531,0.0
0.0,0.5927,0.1
0.0,0.7845,-0.3125
0.0,0.0,0.0
0.0,0.1531,0.013888888888888876
0.0,0.601,0.35
0.0,0.2177,-0.6
0.0,-0.3447,-0.03125
0.0,-0.3612,-0.175
0.0,-0.5574,-0.1777777777777778
0.0,0.1531,0.6
0.0,-0.6956,-0.6999999999999998
0.0,0.0,0.0
0.0,-0.1531,0.2
0.0,0.0,0.0
0.0,-0.4767,-0.2041666666666667
0.0,0.0772,-0.03181818181818183
0.0,0.0,0.0
0.0,-0.2732,0.0
0.0,-0.8926,0.0
0.0,0.6124,0.0
0.0,-0.693,0.9765625
0.0,-0.8481,-0.75
0.0,0.4019,-0.3125
0.0,-0.1531,0.0
0.0,0.836,0.5
0.0,-0.9599,0.10000000000000003
0.0,0.144,0.3
0.0,-0.7622,-0.25
0.0,0.5773,0.1
0.0,0.0,0.17045454545454544
0.0,0.0,-0.10416666666666666
0.0,-0.0772,-0.09999999999999992
0.0,0.0,0.0
0.0,0.1838,-0.2
0.0,-0.5423,-0.4
0.0,0.0286,-0.3333333333333333
0.0,-0.7256,-0.390625
0.0,-0.3591,-0.2
0.0,-0.296,0.0
0.0,-0.743,0.13636363636363635
0.0,-0.1531,0.5
0.0,-0.4023,0.0
0.0,-0.3818,-0.2
0.0,-0.8767,-0.625
0.0,0.0,0.0
0.0,0.5304,0.024999999999999994
0.0,-0.1215,0.35
0.0,0.0258,-0.2
0.0,0.1901,-0.19999999999999987
0.0,0.0,0.0
