sae_text,distilbert_score,vader_score,textblob_score
"My whole life was a battle... I made moves with horses—no saddle, just rattle.",0.949755072593689,-0.3818,0.2
I strive for the gold... And choose my own things. Move bricks I’ll break and then go sell the whole load.,0.8339596390724182,0.0,0.4
"Do I hear my code... Unless you’re not blessed to understand, I’m a man that got caught up in this mess.",-0.9996795654296875,-0.7202,-0.175
"I love you, Sorya, and I want you to know you do have a friend, and I’m here for you no matter what, as a friend. I don’t want to see anything happen.",0.9991416931152344,0.9027,0.5
Was that supposed to be a joke? That was not funny! Better luck next time :-),-0.9997591376304626,-0.4738,0.2109375
"Relationships are what you make them, so don’t be so difficult about things and your relationships will last longer.",0.9975844621658325,-0.5009,-0.25
"The next time I’m in Jamaica, I suppose—unless you’re planning a trip to New York City in the near future?!",-0.9891139268875122,0.0,0.05909090909090909
"soon! I might have that hookup for you, lol... But you just make sure you call me and we’ll talk about this.",0.9994621872901917,0.63,0.65
"I looked around at 2:13 a.m. and suddenly jumped up and said, ""Self!?"" I told myself, ""Huh?"" Then I said, ""Girl, you forgot to call Ai!"" And I said, ""Damn!""",-0.994401752948761,-0.6041,0.0
"I love you lol. I am out of class, but I’m going to text you now because I just got really upset.",-0.6722632050514221,-0.0873,0.5
"You're right, I need to cheer up because he's in a better place and people are blaming Honey Cocaine.",0.8936645984649658,0.4588,0.39285714285714285
"Haha, pretty much, that 1997-2002 class was really smooth at every school.",0.9977717995643616,0.7351,0.2625
"After-school traffic at Washington decreased. Also, as soon as it got warm during the school year, people left Tech early to get to Washington.",-0.9983749389648438,0.2263,0.07499999999999998
"Women would be too shy to talk to me after the basketball games, but they would find me on BlackPlanet and reach out to me all the time, haha.",0.9963955283164978,0.5647,-0.15
"is so funny, he changed his name to his BlackPlanet name, lol lol lol.",0.998770534992218,0.8908,0.6625000000000001
"You all definitely did, and we had a couple as well. I also want to thank the locker room at Jackie Robinson for letting me receive oral sex and for the fingering experience.",0.999667763710022,0.765,0.0
I thought your school had a sex scandal because all those nuns were in the same place with no men around.,-0.9983598589897156,-0.6249,0.0
There are going to be a lot of headlights this cold morning—the big nipples are out.,-0.9832413196563721,0.0,-0.3
"""You don't mess with the Juice! I gave you silk suits, blue diamonds, and Gucci handbags. I gave you things you couldn't even pronounce!""",0.9969372749328613,0.4007,-0.109375
Where is Jayer  with her silly self? I saw her begging for change in the middle of the Grand Avenue Mall the other day. Ha.,-0.9986211061477661,0.4767,-0.03125
"Here’s some advice: if it’s really cold, don’t let anyone use your jacket trying to be a gentleman—you’re going to catch the flu.",-0.9972298741340637,-0.3818,-0.6
"It’s extremely cold in my house, but my mom still expects me to get up and put all these clothes away. Hmm, I’m not so sure about that.",-0.9994562268257141,-0.4957,-0.04999999999999999
Only the last half hour... I'm about to watch the beginning. But this headache is stopping me.,-0.9946093559265137,-0.2263,-0.05555555555555555
So she revealed his secret to his wife because he didn’t give her the job. Shaking my head.,-0.9993026256561279,-0.1779,-0.4
"She won’t see anything unless I mention her, because she is a little on the quiet side.",0.8343737125396729,0.0,-0.09375
Reconnecting with someone you've known for years that you haven't seen in a really long time... Priceless!,0.997858464717865,0.0,0.475
Damn. Checks bank account. I think I'll pay my bills and just stay in Philadelphia instead.,-0.9995672106742859,-0.4767,0.0
This is exactly why I need a change... Not being able to do what you want when you want to is terrible!,-0.9996479749679565,-0.4199,-0.08333333333333333
"When people email you instead of texting or calling, it means they shouldn't be communicating with you in the first place.",-0.9991803765296936,0.0,0.25
"So at 2PM I was very tired. Now, at almost 1AM, my body is like, ""No, it isn’t time to sleep yet."" What the heck?",-0.994368851184845,-0.1761,-0.52
But then my alarm is going to go off at 5:30 and I’m not going to want to get up.,-0.9995145797729492,-0.5319,0.0
"I suppose I need to lightly toast this bread so I can make a sandwich, because using the microwave turned out to be a failure.",-0.999806821346283,-0.5106,0.04166666666666666
I can see that working with him will guarantee that I get out of work late every time.,0.9869074821472168,0.25,-0.3
I find this new thing quite interesting. I think I’ll have some fun with it…,0.9997736811637878,0.7425,0.3121212121212121
I can't believe I came home at 4 and sat around in my jeans until just now. That's a first.,0.9983924031257629,0.0,0.25
I need to find out if everyone is still going or not. But I’m going back when my son gets out of school.,-0.6871063113212585,0.0,0.0
"I can’t pay, but if you find a friend, make sure he has another one.",-0.9919471144676208,0.7935,0.5
I swear I'm going to go to sleep and it's going to feel like I have to get right back up.,-0.9985796213150024,0.3182,0.14285714285714285
As soon as I stop caring... here you come. Leave me in my friend zone! I'm fine there.,0.9995942711830139,0.7263,0.4166666666666667
"Last Tuesday, I forgot my medication at home. This Tuesday will probably be no different.",-0.9993767142295837,-0.296,0.0
"""If I ever say that I think I'm from Southwest, please proceed to smack the shit out of me!""",-0.9959322810173035,0.7644,-0.25
"Someone asks me where I’m from… My first answer is Philadelphia. They want to know where in Philadelphia, and I’ll tell them. But if I say I think…",-0.9876008033752441,0.0387,0.25
"This is the hardest I have worked in a single day in 4.5 years. I still do not like the job, though.",-0.9958849549293518,-0.2755,-0.07142857142857142
Women are the pettiest people. I see why people don’t like having any or too many as friends.,-0.9792115688323975,0.5106,0.5
She didn’t leave you because you made too many mistakes; she left because you made the same mistakes too many times.,-0.9868727922439575,-0.6369,0.25
"Lol, idiot. If I mentioned half the girls I’ve slept with or seen naked, I’d ruin your life.",-0.9997586607933044,-0.6486,-0.041666666666666664
I don't understand girls—they try their hardest to get involved with a guy who might support them or look out for them just because he talks about money.,-0.9983201622962952,0.4019,0.0
"Shaking my head, what are you going to support—let me guess, whichever team is winning. Shaking my head, where are the true fans?",-0.9989551305770874,0.5859,0.425
I dislike people who always claim they're angry. Just smoke some weed and be happy.,0.9987515211105347,-0.296,0.15000000000000002
"Girls like girls, boys like boys—it doesn't matter to me. Just don't pretend; you are who you are.",0.9958802461624146,0.6395,0.0
"Damn, that's why I miss her, because I know she would drink with me and smoke that loud.",-0.9948564767837524,-0.5106,0.1
I'm so used to the past that I don't know if I can handle what's happening now.,-0.9884164333343506,0.0,-0.25
"I try to be with one girl, but she keeps insisting that I’m involved with other girls.",-0.9908458590507507,0.0,-0.125
"Sometimes I feel like I talk the most trash, but then I’m like, who the hell is going to check me?",-0.7112106084823608,-0.5267,0.5
"Women give themselves a reason to hate me... Hell, why not just make it two!",-0.9939029812812805,-0.8622,-1.0
"Everyone is walking around wanting to be tough... But when it all comes down to it, these people aren't really tough after all.",-0.6611879467964172,0.1606,-0.3111111111111111
You can't be happy having so much hatred in your life. Some things just aren't going to turn out right.,-0.999305248260498,-0.8165,0.42857142857142855
"My nose is making me really mad, I swear. It's all stuffed up and bothering me. I can't even breathe for real.",-0.9989104270935059,-0.762,-0.2125
"I can't wait for Duflocka Rant 2; it's going to be extremely hard, just like that Metal Jacket 2.",-0.9986874461174011,-0.0847,-0.2916666666666667
": Inside my mind, I couldn't find a place to rest until I got ""Thug Life"" tattooed on my chest. —Tupac",-0.9700651168823242,0.0,0.0
About to watch this movie and wait for my boyfriend to finish getting his hair done.,-0.9963042736053467,0.0,0.0
"""Cheating is a choice, not a mistake. If you had time to cheat, you had time to think about it.""",-0.9491598010063171,-0.6771,0.0
My boyfriend is going to tell me not to wear my favorite color—what kind of drugs is he on?,-0.9964040517807007,0.4588,0.55
"You're welcome, love. I've seen your videos too. You and  make a great team. Just saying.",0.999873161315918,0.9062,0.7000000000000001
I hope my mom is going to take me to get a tattoo soon like she said.,0.9944626688957214,0.6597,0.0
How are you going to tell me to DM you but then not DM me back? -_-,-0.9967302083969116,0.0,0.0
you and  should be asleep; you both have class tomorrow and it's almost 2:00! Shame on you all.,-0.9967664480209351,-0.479,0.0
"Sorry, it won't happen again, babe. Love you. You are my world. I don't want to lose you.",0.9998044371604919,0.7128,0.0
"Boy, my girlfriend and I broke up, shaking my head. Now I need a friend to talk to.",-0.9870619177818298,-0.0772,0.0
One thing about me is I'll never tell anyone anything is wrong because I’ve already been through it and learned from it!,-0.9770270586013794,-0.5255,-0.625
""": Wherever you go, no matter what the weather is like, always bring your own sunshine. - Anthony J. D'Angelo""",0.9996435642242432,0.6834,0.6
That stuff is going to put me right back to sleep and that's wasting it... never mind.,-0.9997864365577698,-0.4019,0.14285714285714285
"Now that I have left school, my attitude is better now and thank God.",0.9984683394432068,0.7579,0.25
"...... Because my mom didn’t pay the bill and I had money for it, but this person went and spent it, so I bought other stuff with it -_-",-0.9970819354057312,-0.0516,-0.1125
""" Lol, you could have just ignored it and acted like you didn’t see it. And Terry wants your number.""",-0.9984167814254761,0.5106,0.5
"Be quiet. You know I mess with you 103 percent, for real. You're my close friend.",0.9898130297660828,0.1779,0.00833333333333334
I love my team. We’re all about making money. Forget that drama.,-0.7950057983398438,0.5106,0.5
"Lol, Lelani is NOT going to ruin my good mood! With her foolish self .",0.5652439594268799,0.7884,0.8375
""" Lol, I'm high, I thought I asked. Damn, sorry, excuse the weed.""",-0.9842482209205627,0.0258,0.10250000000000002
"In Memphis, there are a lot of promiscuous women, broke men, and nonsense. That’s why I have to get away from here.",-0.9951654672622681,-0.7003,0.0
I need to learn how to control my temper. I’m really a hothead.,0.9763509035110474,-0.4215,0.2
"I don’t care who you are, young or old, I’m going to say whatever I have to say!",-0.9996998310089111,0.5411,0.1125
"I want to scream and shout and let it all out, and scream and shout and let it out. We're saying, ""Oh, we, oh we, oh we, oh!""",0.9840951561927795,-0.6588,0.0
"I'm not sure if your pride is just too strong or if this is truly who you are, but wow.",0.9996892213821411,0.8597,0.09444444444444444
"I know you are not arguing on this social network, which is exactly what these people want to see.",0.9892026782035828,0.4176,0.14166666666666666
"I'm relaxing until later, because my bed and I are taking care of some unfinished business!",0.9988811612129211,0.7712,0.0
"I’m not going to sleep until she wakes up and calls me, so until then… #teamupalldamnnight!!!",0.9789816737174988,0.0,0.0
"If I don’t give one of my followers that money to hold, I’ll be completely out of luck and very broke!",-0.9818784594535828,0.1186,0.175
"I'm not feeling well, and Tyiah just really annoyed me for the day!",-0.9997265934944153,-0.6563,-0.5
I came just to get my hair done ... but her friend made it her business to be there. Shaking my head....,-0.9845288395881653,0.5023,0.0
"Hey, tell your girl she’s going to have to step her game up. :) … and yes, this one is for you too!",0.9995922446250916,0.7177,0.11249999999999999
The fact that she hasn't even tried to call or text me since I hung up... cool!,0.9495850801467896,0.3802,0.4375
"LOL, man, you really need to grammar check your tweets—you sound dumb as fuck!",-0.9993981122970581,-0.5513,0.10499999999999998
Who do you think you are? This woman just walked upstairs. Where does that even happen?,-0.9988152980804443,0.0,0.0
""" I know, that’s why I said it. Lol. But one day I’m going to get you high! #BelieveThat""",0.9981721639633179,0.2942,0.5
: God wouldn't put you through anything you can't handle. What doesn't kill you makes you stronger!,0.9960612654685974,0.8285,0.0
You already know I’m going to be extremely excited when I go in there.,0.9994997978210449,0.4005,0.375
I’ve just been relaxing. I can’t wait until spring break or summer so I can see all of you.,0.9996469020843506,0.4939,0.0
You think I don’t duck below those windows? I value my life!,0.9995372295379639,0.4003,0.0
"If anyone has a problem with Steffanie, be honest and make it known!",-0.9795485734939575,0.2244,0.75
"No, I wanted to, but there were too many people around so I had to tough it out.",-0.9993880987167358,-0.1901,0.05555555555555555
Anyone who knows me should know that I am one of the nicest people you will ever meet... unless I do not like you.,0.9995418787002563,0.2709,0.0
"I want to let you know how I really feel, but my pride won't let me.",0.997246265411377,0.5023,0.2
""": There’s a price on your head; I’ll leave you lying where you stand!""",-0.991292417049408,-0.5983,0.0
": When I tell you I love you, I truly mean it!",0.9997727274894714,0.8122,0.0546875
"Beef is when you make mistakes—fewer burgers with your friends, more steak with snakes.",-0.9840174317359924,0.4767,0.5
I think we can all agree that the real winner in this Te'o fiasco is Catfish.,-0.9959648847579956,0.4588,0.2
I probably didn’t put much of Mrs. Myra’s BBQ sauce on my chicken tonight.,-0.9997403025627136,0.0,-0.19999999999999998
Don’t feel bad about this loss. This is what State is supposed to do. I’m glad to see some fight in the Heels at the end.,0.9980413913726807,-0.6597,-0.09999999999999992
"Aww, that's true. I’m going to be there all week next week! Even though their silly selves suspended me, lol, I’m going to behave next week.",-0.8611434102058411,0.4389,0.15833333333333333
I'm going somewhere at 12. I'll have Chyna come get you when I'm done.,0.9951049089431763,0.0,0.0
"I don’t have a message unless you’re talking about on MeetMe, but I don’t care, fuck you, go back to that bitch, bye.",-0.9971364736557007,-0.7684,-0.2
"The world is yours, young man. What are you going to do with it? Watch it, make it work.",0.9997710585594177,0.0,0.1
"I mess with Alley Lano, man. East Baltimore, Latrobe. But that's not all of our projects though.",-0.999419093132019,-0.1901,-0.175
"Rappers talk about trapping but have never seen a hundred million. If your Audemars isn’t a hundred (thousand), then your stuff isn’t real. Be gone, bitch. (In Meek Mill’s voice.) Baltimore City.",-0.997481644153595,-0.7351,0.2
"I love Chicago. You all need to calm down with the violence and try to make things work—in Yo Gotti’s voice. That’s why I’m alone in Baltimore. Much love to everyone in Chicago, though.",0.9994018077850342,0.6808,0.2861111111111111
"Hating isn’t going to get you anywhere, but in a box. Stay low and quiet—mob secrets.",-0.9725978970527649,-0.5859,0.0
"You aren’t lying, Ghost. This is amazing. Lion pride. I’m going to be listening to this for the rest of my life.",0.9998325109481812,0.128,0.6000000000000001
"If you’re my friend, you’re my friend then! I definitely don’t need any new friends—where have you been?",0.9764866232872009,0.8553,0.06818181818181818
"I heard he had sex with her. Oh well, I don't care. She's not my girlfriend. I can't stand her.",-0.9991668462753296,-0.1351,0.0
"I want to cuddle with a girl, but she’s at her grandma’s house, so I’m just going to go back to sleep.",-0.9992445707321167,0.0387,0.0
"I go hard for my squad. Squad! Alright! 039 stuff. Forget the opposition, forget Lawless and them, forget those guys. Take losses. Forget Cess.",-0.9979156851768494,-0.8065,-0.45572916666666674
"because I know I’m going to be up all night, but in the morning I’m going to be really sleepy.",-0.9978513717651367,0.0,0.2
"Ragene, stop tweeting at me. You're just upset because I don't want you. I've moved on. Goodbye. Stop talking to me—we have nothing else to discuss.",-0.9988715052604675,-0.7369,0.0
"LOL, I don't want her to wear any panties tomorrow when she comes over, for real.",-0.962428092956543,0.5124,0.5
""": I don't trust people. I think anybody could set me up! True stuff. #TRUSTNONE""",-0.9808279871940613,0.1002,0.35
People don’t know what it means to keep their word anymore. That’s why my trust is messed up! But I would die to keep my word.,-0.9921995997428894,-0.7345,0.0
"Some people expect women to perform oral sex or do even more, I suppose. In that case, I guess I'll never go on a date. LMAO",-0.9951745867729187,0.6841,0.55
Ask me to come see you at a game and then you don’t even talk to me. #wtf,-0.9988441467285156,-0.5859,-0.45
"I love attractive women, that’s my problem, and yes, I like to have sex—I have a serious problem.",-0.5912742018699646,0.765,0.32222222222222224
"Aww, the head manager of West Orange Burger King called me and thanked me for working there, and said he wants me to work there in the summer.",0.9866342544555664,0.4404,0.25
"Mmm hmm, that's what it sounds like to me. My baby's godmother can't be into that, lol.",0.9868757724761963,0.6486,0.8
I was thinking about going to the mall on Monday since I have the day off... I’m not sure though.,-0.9943310022354126,-0.2411,-0.25
"I know it does. I remember the last time I went—I kept falling down. I thought I was going to break my ankle in the process, lol.",-0.9944872260093689,0.296,0.21481481481481482
Did you see they put him in the conference championship game and he made two big catches?,-0.9674139618873596,0.4404,-0.2
"Thank you, Lord, for waking me up this morning. Please give me the strength because these people are getting on my nerves.",0.9997242093086243,0.765,0.0
I wonder how many men can lie next to a woman all night and not have sex with her.,-0.9350942373275757,0.0,0.25
You know the sex is good when it always feels like the first time again.,0.9996845722198486,0.6597,0.475
"I’m doing pretty well at not talking to my mom… it’s been two days, I think… HARDCORE.",-0.7571682929992676,0.6486,0.25
The Celtics lost to the Bulls and are now 20-19 for the season. Just take it one game at a time for number #oomf!,0.987857460975647,-0.3164,-0.5
"Chief Keef is 17 years old. His child's mother is in the 8th grade, and he is currently in juvenile detention for violating probation. This is your role model?",-0.974007248878479,-0.7184,-0.075
"Future is like the new T-Pain. He sounds good singing the chorus, but I’m not so sure about him on the entire song.",-0.9677404165267944,-0.1306,0.2672727272727273
"I have so much to do today, but my first priority this morning was to spend time with my little girl.",0.922723650932312,0.0,0.08750000000000001
"Lol, I just called my boyfriend to tell him that I’m going to join the army. We’re going to get married and be together forever.",0.989982545375824,0.6124,0.525
"I think I’m going to get my hair braided! I’m taking one weekend off, just for me and him.",-0.9699099063873291,0.0,0.0
"Some things are not meant to be said, and I was about to say something, but I’m not going to.",-0.9987046718597412,0.0,0.0
"I know he sees me tweeting this, and it’s the truth. If it weren’t for him, I wouldn’t love again.",0.9453792572021484,0.7579,0.5
My aunt is crazy though... I don't know why she thinks I'm pregnant! I have to go.,-0.9898377656936646,-0.4003,-0.09166666666666667
"I wish I were with my significant other, but overall, I enjoyed my day with my coworkers.",0.9998465776443481,0.7717,0.1875
"Your son and I have something special going on. Don’t try to ruin it, or there will be consequences.",0.8102459907531738,-0.2732,0.35714285714285715
"Yes, yes... But now that I work, I get my own. I'm going to have a couple of kids so he can spoil them.",0.9973360896110535,0.4019,0.6
"It seems like every child is calling me Aunt Kisha or thinks I’m their big sister who doesn’t care about them at all, lol.",-0.999450147151947,0.8176,0.4
"""I'm not rushing it, I'm just ready to get that stuff out of the way ...""",0.9821994304656982,0.3612,0.2
"No one likes drama except for him... It's all good, I only have a couple of months left.",0.9957212209701538,-0.1611,0.2333333333333333
""" Please don’t tag me now. You weren’t a few seconds ago. You have guys fighting your battles, but you’re still the same cowardly person.""",-0.9917675256729126,-0.6486,-0.1
"I like him too much to stop, but I love him way too much to keep going. I think I know what I have to do.",0.9938191771507263,0.7876,0.3
"Women are still upset that Rihanna got back together with Chris Brown, as if you all don’t keep taking back the same unreliable guy every two weeks!",-0.9944424033164978,-0.4389,0.0
"TWITTER: Gets #horny around 3 and 4. It’s like a #hotline, but only on your timeline.",-0.9916492700576782,0.1901,0.0
"I understand that, don’t write me a statement lol, but if you invited her, you’re paying! Did this happen to you?",-0.9919790029525757,0.2942,1.0
""" Oh my gosh, my sister. Haha, this girl! I love being around her; she makes me happy, which is rare! She's a keeper.""",0.9998798370361328,0.9097,0.48125
"""You changed my whole life. I don’t know what you’re doing to me with your love. I’m feeling completely superhuman—you did this to me!""",0.9994215965270996,0.7177,0.27499999999999997
I know you do hear them. Squeeze—what are you going to do? Fuck and suck him up too?,-0.511786162853241,-0.7757,-0.4
"To be honest, I don’t know. I told Aaliyah you were just joking, and she said, “Oh well, Sabrina knows now.”",0.9978541731834412,0.743,0.6
"It’s undeniable that we should be together. It’s unbelievable how I used to say that I would never fall. The point is, you need to know how I feel if you don’t already know.",0.9964152574539185,0.2023,-0.25
"Damn, I thought you and I were better than this. I thought you liked me.",0.9991304278373718,0.4588,0.55
"You saying that’s your girl doesn’t mean anything, like prank callers, because it’s a small world and unfaithful women make it even smaller.",-0.9972320199012756,0.3612,-0.290625
"So when they lose in the Super Bowl, where is your bandwagon fan going to be then?",-0.9855023622512817,0.5,0.3333333333333333
"Yeah, I'm about to go to my aunt's house because it's my little cousin's birthday, but I'll be back.",0.9971908926963806,0.1531,-0.09375
"God, forgive me for the sins I have committed and the ones I will commit in the future.",-0.9777912497520447,0.5423,0.0
"Hey, this girl at school today tried to insult me. Oh no, she was a joke, not worth my time—I really put her in her place. I'm cracking up.",0.8863485455513,-0.4149,0.02500000000000001
"""Life is fair—made up of millions of moments—most of them glorious. -Douglas Holzmeier""",0.999886155128479,0.6369,0.0
My room is not messy; it is an obstacle course designed to keep me fit.,0.9949736595153809,0.2755,0.25
"People make me laugh when they say I'm really thick. Come on now, I'm not that thick.",-0.9966270923614502,0.5574,-0.10000000000000003
"There’s nothing like the first time. I’m trying to tell you, I can blow your mind.",-0.997829258441925,-0.2755,0.25
"I did you wrong, you did me wrong. I'll take you back if you take me back.",0.8406029343605042,-0.7351,-0.25
"Laughing out loud, this guy is about to turn 21 and got a 16-year-old pregnant. #Maury",-0.9348706007003784,0.4939,0.21666666666666667
"I beat Josh in NBA 2K13 today with LeBron. He beat me badly in Madden, but I destroyed him in 2K. #SouthBeachIsKING",-0.9943020343780518,-0.7469,-0.6999999999999998
I wonder if the people who don’t deserve what I want go through what I go through...,-0.9974809288978577,0.0772,0.0
Letting the right person come to me. I'm not waiting for anyone at this point.,0.9946750402450562,0.0,0.2857142857142857
he’s done that his entire career. Why stop now? It obviously worked out alright for him.,0.9919525980949402,-0.0516,0.0
"If you mess with my big brother, I'll have you sleeping with the fishes!",-0.9964774250984192,-0.4199,-0.0875
"I kind of miss my State friends. I get to see them next week, so it’s all good!",0.9997910857200623,0.6871,0.4916666666666667
"I’m supposed to be having lunch with one of my friends, but I don’t know if I’ll wake up in time.",-0.9977147579193115,0.2617,0.0
"I spoke to  today. He looked at me like, ""Who the heck are you?"" lol",-0.9570906758308411,0.6486,0.8
"LOL! Hey LaQuanda, I have four people on hold, but I can talk!",0.9982559084892273,0.4311,1.0
Am I the only one who wants a relationship where we can have sex all night until things feel right? Just saying.,-0.9766446352005005,0.0,0.1619047619047619
Why do I feel like this classroom is set up like something out of Final Destination? Lol,-0.9987891316413879,0.7783,0.4
Hot room + walking everywhere + no fast food = one very attractive Taylor :),-0.9912497997283936,0.6436,0.4125
"Am I a fool for you, or is there something else driving my actions?",-0.9994600415229797,-0.4404,0.0
All the unanswered questions that could be solved in one night... one night we will never have.,-0.9935362339019775,0.2732,-0.1
I am not walking back to Abernathy. I refuse. You all can have that.,0.9951139688491821,-0.296,0.0
Finished packing. I'm about to watch TV until I get that call in the morning saying we're on our way.,0.6303408145904541,0.0,0.0
""": : I need a valentine. I will be your valentine! Yay! :)""",0.9927623867988586,0.6103,0.5
"""I can't let the tears fall from my eyes, so I have to let the song express my feelings.""",0.9979186654090881,0.1695,0.0
"It's like as soon as I climax, I come to my senses. I would say these women's names, but then I would be telling on myself.",0.9705526828765869,0.1901,0.0
The feeling of knowing that you don’t have to wake up in the morning is unbeatable.,-0.9684260487556458,0.128,0.0
"I don't notice subtweets anymore because I rarely scroll down my timeline now; I just tweet and log off, lol.",-0.9927517175674438,0.4215,0.3148148148148148
I met that girl and I had to spoil her because she is so #loyal.,0.918595016002655,0.6113,0.3333333333333333
"It’s funny how you’re always talking about me, but I never even think about you.",0.8125921487808228,0.2382,0.25
I’m really about to blow up his phone and tell him what’s on my mind!,-0.9986217021942139,0.0,0.25
"I don’t think about sex in my life like that. I’d rather do it with the woman I used to sleep with, D.G., but she hates me. Tragic.",-0.996732234954834,-0.7964,-0.75
"You always need to have a woman who has your back; if you don’t, you’re nothing.",-0.9971464276313782,0.0,0.0
"You want me to come over so we can talk, but I just want to come over so we can have sex. If you’re not down, then move along. (Just words spoken)",0.986985981464386,0.1531,0.07777777777777779
"And then they act tough, but the whole time they can’t fight. Just sit down and be quiet.",-0.9770944714546204,-0.5647,-0.08611111111111111
"Ummm, how on earth do you tell me to text you but then you don’t text back!? #subtweet",-0.9953904151916504,0.0,0.0
#10thingsaboutmycrush He has gum stuck on his arm from when he was a baby.,-0.9974762797355652,-0.25,0.0
I remember that day when one of my followers pulled my bathing suit string and my bottoms came off in the pool. Dead from laughing.,-0.9995560050010681,-0.2732,-0.2
Someone deleted Ruzzle from my phone. *grabs knife* Who’s dying tonight!?,-0.9984157085418701,0.0,0.0
